ENSMUSG00000009073	SINGLE_PROTEIN	ENSMUSG00000009073	composite	composite	1	True	True	4720	551	2339	.
ENSMUSG00000009073	SINGLE_PROTEIN	ENSMUST00000109910	ensembl_havana	ENSMUSP00000105536	1	True	True	4720	551	2339	*
ENSMUSG00000025220	SINGLE_PROTEIN	ENSMUSG00000025220	composite	composite	1	True	True	5024	390	3138	.
ENSMUSG00000025220	SINGLE_PROTEIN	ENSMUST00000026243	ensembl	ENSMUSP00000026243	1	True	True	5024	390	3138	*
ENSMUSG00000047139	SINGLE_PROTEIN	ENSMUSG00000047139	composite	composite	1	True	True	1816	85	313	.
ENSMUSG00000047139	SINGLE_PROTEIN	ENSMUST00000058714	ensembl_havana	ENSMUSP00000057983	1	True	True	1816	85	313	*
ENSMUSG00000028964	MULTIPLE_INCLUSIVE	ENSMUSG00000028964	composite	composite	5	True	False	1200	452	1019	.
ENSMUSG00000028964	MULTIPLE_INCLUSIVE	ENSMUST00000128075	havana	ENSMUSP00000115875	5	True	False	715	308	715	.
ENSMUSG00000028964	MULTIPLE_INCLUSIVE	ENSMUST00000030805	ensembl_havana	ENSMUSP00000030805	1	True	True	908	160	727	*
ENSMUSG00000027655	SINGLE_PROTEIN	ENSMUSG00000027655	composite	composite	5	True	True	3284	82	2191	.
ENSMUSG00000027655	SINGLE_PROTEIN	ENSMUST00000109478	havana	ENSMUSP00000105104	5	True	True	3284	82	2191	*
ENSMUSG00000000782	SINGLE_PROTEIN	ENSMUSG00000000782	composite	composite	1	True	True	2471	47	956	.
ENSMUSG00000000782	SINGLE_PROTEIN	ENSMUST00000086844	ensembl_havana	ENSMUSP00000084055	1	True	True	2471	47	956	*
ENSMUSG00000026819	MULTIPLE_NONINCLUSIVE	ENSMUSG00000026819	composite	composite	1	True	True	3741	425	2087	.
ENSMUSG00000026819	MULTIPLE_NONINCLUSIVE	ENSMUST00000052119	ensembl_havana	ENSMUSP00000060581	1	True	True	3529	372	1875	.
ENSMUSG00000026819	MULTIPLE_NONINCLUSIVE	ENSMUST00000113307	havana	ENSMUSP00000108932	1	True	True	2541	53	1460	.
ENSMUSG00000070737	SINGLE_PROTEIN	ENSMUSG00000070737	composite	composite	2	True	True	1762	724	1135	.
ENSMUSG00000070737	SINGLE_PROTEIN	ENSMUST00000106097	havana	ENSMUSP00000101703	2	True	True	1762	724	1135	*
ENSMUSG00000038530	SINGLE_PROTEIN	ENSMUSG00000038530	composite	composite	1	True	True	2941	119	734	.
ENSMUSG00000038530	SINGLE_PROTEIN	ENSMUST00000027991	ensembl_havana	ENSMUSP00000027991	1	True	True	2941	119	734	*
ENSMUSG00000042626	SINGLE_PROTEIN	ENSMUSG00000042626	composite	composite	1	True	True	3250	270	1677	.
ENSMUSG00000042626	SINGLE_PROTEIN	ENSMUST00000039110	ensembl_havana	ENSMUSP00000035361	1	True	True	3250	270	1677	*
ENSMUSG00000018900	SINGLE_PROTEIN	ENSMUSG00000018900	composite	composite	1	True	True	3062	121	1792	.
ENSMUSG00000018900	SINGLE_PROTEIN	ENSMUST00000019044	ensembl_havana	ENSMUSP00000019044	1	True	True	3062	121	1792	*
ENSMUSG00000056592	SINGLE_PROTEIN	ENSMUSG00000056592	composite	composite	1	True	True	3495	336	2997	.
ENSMUSG00000056592	SINGLE_PROTEIN	ENSMUST00000107972	havana	ENSMUSP00000103606	1	True	True	3495	336	2997	*
ENSMUSG00000052726	SINGLE_PROTEIN	ENSMUSG00000052726	composite	composite	5	True	True	5790	99	3432	.
ENSMUSG00000052726	SINGLE_PROTEIN	ENSMUST00000120709	havana	ENSMUSP00000112887	5	True	True	5790	99	3432	*
ENSMUSG00000053134	SINGLE_PROTEIN	ENSMUSG00000053134	composite	composite	1	True	True	2693	354	1590	.
ENSMUSG00000053134	SINGLE_PROTEIN	ENSMUST00000065388	ensembl_havana	ENSMUSP00000067337	1	True	True	2693	354	1590	*
ENSMUSG00000031347	SINGLE_PROTEIN	ENSMUSG00000031347	composite	composite	1	True	True	1286	95	611	.
ENSMUSG00000031347	SINGLE_PROTEIN	ENSMUST00000114551	ensembl_havana	ENSMUSP00000110198	1	True	True	1286	95	611	*
ENSMUSG00000044573	SINGLE_PROTEIN	ENSMUSG00000044573	composite	composite	1	True	True	3066	39	513	.
ENSMUSG00000044573	SINGLE_PROTEIN	ENSMUST00000062740	ensembl_havana	ENSMUSP00000106509	1	True	True	3066	39	513	*
ENSMUSG00000043424	SINGLE_PROTEIN	ENSMUSG00000043424	composite	composite	NA	True	True	2379	50	839	.
ENSMUSG00000043424	SINGLE_PROTEIN	ENSMUST00000057110	ensembl_havana	ENSMUSP00000054421	NA	True	True	2379	50	839	*
ENSMUSG00000037286	SINGLE_PROTEIN	ENSMUSG00000037286	composite	composite	1	True	True	6186	422	4196	.
ENSMUSG00000037286	SINGLE_PROTEIN	ENSMUST00000129269	ensembl_havana	ENSMUSP00000116205	1	True	True	6186	422	4196	*
ENSMUSG00000021621	SINGLE_PROTEIN	ENSMUSG00000021621	composite	composite	1	True	True	1541	122	935	.
ENSMUSG00000021621	SINGLE_PROTEIN	ENSMUST00000022121	ensembl_havana	ENSMUSP00000022121	1	True	True	1541	122	935	*
ENSMUSG00000029780	SINGLE_PROTEIN	ENSMUSG00000029780	composite	composite	1	True	True	1676	123	1116	.
ENSMUSG00000029780	SINGLE_PROTEIN	ENSMUST00000031793	ensembl_havana	ENSMUSP00000031793	1	True	True	1676	123	1116	*
ENSMUSG00000024155	SINGLE_PROTEIN	ENSMUSG00000024155	composite	composite	5	True	True	1703	40	1450	.
ENSMUSG00000024155	SINGLE_PROTEIN	ENSMUST00000024972	ensembl	ENSMUSP00000024972	5	True	True	1703	40	1450	*
ENSMUSG00000025226	SINGLE_PROTEIN	ENSMUSG00000025226	composite	composite	1	True	True	1348	290	1190	.
ENSMUSG00000025226	SINGLE_PROTEIN	ENSMUST00000026256	ensembl	ENSMUSP00000026256	1	True	True	1348	290	1190	*
ENSMUSG00000049184	MULTIPLE_NONINCLUSIVE	ENSMUSG00000049184	composite	composite	NA	True	True	1975	11	1163	.
ENSMUSG00000049184	MULTIPLE_NONINCLUSIVE	ENSMUST00000070340	ensembl_havana	ENSMUSP00000065002	NA	True	True	1064	11	1061	.
ENSMUSG00000049184	MULTIPLE_NONINCLUSIVE	ENSMUST00000078058	ensembl_havana	ENSMUSP00000077205	1	True	True	1795	11	986	.
ENSMUSG00000031480	SINGLE_PROTEIN	ENSMUSG00000031480	composite	composite	1	True	True	4422	202	2755	.
ENSMUSG00000031480	SINGLE_PROTEIN	ENSMUST00000069828	ensembl_havana	ENSMUSP00000067701	1	True	True	4422	202	2755	*
ENSMUSG00000050565	SINGLE_PROTEIN	ENSMUSG00000050565	composite	composite	1	True	True	6118	1206	2712	.
ENSMUSG00000050565	SINGLE_PROTEIN	ENSMUST00000111757	ensembl_havana	ENSMUSP00000107387	1	True	True	6118	1206	2712	*
ENSMUSG00000026880	SINGLE_PROTEIN	ENSMUSG00000026880	composite	composite	1	True	True	2787	57	909	.
ENSMUSG00000026880	SINGLE_PROTEIN	ENSMUST00000028241	ensembl_havana	ENSMUSP00000028241	1	True	True	2787	57	909	*
ENSMUSG00000020108	SINGLE_PROTEIN	ENSMUSG00000020108	composite	composite	1	True	True	1755	198	885	.
